Using the standard Ruby profiler.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.00    26.33      0.00        9     0.00     3.33  Set#initialize
  0.00    26.33      0.00        3     0.00     0.00  Symbol#yaml_new
  0.00    26.33      0.00       14     0.00     0.00  ActiveRecord::Reflection::AssociationReflection#collection?
  0.00    26.33      0.00       12     0.00     0.00  ActiveRecord::Reflection::AssociationReflection#initialize
  0.00    26.33      0.00        1     0.00     0.00  ActiveSupport::Notifications::Instrumenter#unique_id
  0.00    26.33      0.00        1     0.00    90.00  Kernel.require_library_or_gem
  0.00    26.33      0.00        1     0.00  1050.00  ActiveRecord::Base#find
  0.00    26.33      0.00        1     0.00     0.00  ActiveSupport::Concern.included
  0.00    26.33      0.00      114     0.00     1.75  Enumerable.detect
  0.00    26.33      0.00        4     0.00     0.00  ActiveModel::Validations::ClassMethods.inherited
  0.00    26.33      0.00        5     0.00     0.00  RPXIdentifier#primary_key
  0.00    26.33      0.00      399     0.00     0.00  Module#method_defined?
  0.00    26.33      0.00       16     0.00    22.50  Arel::Table#table_exists?
  0.00    26.33      0.00       17     0.00    45.29  ActiveRecord::FinderMethods.find_first
  0.00    26.33      0.00        1     0.00    20.00  ActiveRecord::ConnectionAdapters::SQLiteAdapter#tables
  0.00    26.33      0.00        1     0.00     0.00  Authlogic::ActsAsAuthentic::LoggedInStatus::Methods.included
  0.00    26.33      0.00       62     0.00     0.00  #<Class:0xb6bf9170>#relation
  0.00    26.33      0.00       12     0.00     0.00  Hash#reverse_merge!
  0.00    26.33      0.00        1     0.00     0.00  ActiveModel::Name#initialize
  0.00    26.33      0.00        4     0.00     0.00  Relationship#table_name
  0.00    26.33      0.00      100     0.00     0.00  File#expand_path
  0.00    26.33      0.00        5     0.00     0.00  Kernel.extend
  0.00    26.33      0.00      349     0.00     0.00  Thread#[]=
  0.00    26.33      0.00      109     0.00     0.09  ActiveRecord::Calculations.operation_over_aggregate_column
  0.00    26.33      0.00       87     0.00     0.00  NameError#initialize
  0.00    26.33      0.00       67     0.00     0.75  User#_callback_before_221
  0.00    26.33      0.00       39     0.00     0.00  #<Class:0xb6bf9170>#new
  0.00    26.33      0.00        1     0.00   180.00  FriendlyId::ActiveRecordAdapter::SimpleModel.included
  0.00    26.33      0.00        2     0.00     0.00  Module#const_set
  0.00    26.33      0.00        1     0.00   190.00  AuthlogicRpx::ActsAsAuthentic::Methods.included
  0.00    26.33      0.00       17     0.00     0.00  Arel::SelectManager#take
  0.00    26.33      0.00      129     0.00     0.00  StringIO#initialize
  0.00    26.33      0.00        1     0.00     0.00  ActiveRecord::Aggregations::ClassMethods.composed_of
  0.00    26.33      0.00      134     0.00     0.60  Enumerable.all?
  0.00    26.33      0.00        1     0.00   340.00  ActiveRecord::ConnectionAdapters::ConnectionPool#checkout
  0.00    26.33      0.00      129     0.00     0.00  Array#to_ary
  0.00    26.33      0.00       19     0.00    82.63  ActiveRecord::Relation#to_a
  0.00    26.33      0.00        7     0.00     0.00  ActiveSupport::Inflector.humanize
  0.00    26.33      0.00       67     0.00     2.69  FriendlyId::ActiveRecordAdapter::SimpleModel.validate_friendly_id
  0.00    26.33      0.00      105     0.00     0.00  Exception#exception
  0.00    26.33      0.00        4     0.00     0.00  Thread#critical=
  0.00    26.33      0.00        6     0.00     0.00  File#initialize
  0.00    26.33      0.00        2     0.00     0.00  Kernel.instance_eval
  0.00    26.33      0.00       16     0.00     0.00  Arel::Predications.eq
  0.00    26.33      0.00        1     0.00   110.00  Authlogic::ActsAsAuthentic::PersistenceToken::Methods.included
  0.00    26.33      0.00       67     0.00     5.07  User#_callback_before_261
  0.00    26.33      0.00        6     0.00     1.67  Hash#slice
  0.00    26.33      0.00        1     0.00     0.00  Authlogic::ActsAsAuthentic::Base::Config.acts_as_authentic_modules
  0.00    26.33      0.00       67     0.00     5.82  User#_callback_before_175
  0.00    26.33      0.00      148     0.00     0.00  String#+
  0.00    26.33      0.00       30     0.00     0.00  ActiveModel::Naming.model_name
  0.00    26.33      0.00       60     0.00     1.00  ActiveRecord::ConnectionAdapters::Column#number?
  0.00    26.33      0.00       89     0.00     0.11  ActiveRecord::ConnectionAdapters::Column#simplified_type
  0.00    26.33      0.00       54     0.00     0.00  ActiveRecord::Base#_validate_callbacks
  0.00    26.33      0.00       44     0.00     1.82  ActiveRecord::AttributeMethods::TimeZoneConversion::ClassMethods.define_method_attribute=
  0.00    26.33      0.00      276     0.00     0.00  SQLite3::Statement#column_name
  0.00    26.33      0.00        6     0.00     0.00  String#to_f
  0.00    26.33      0.00        3     0.00     3.33  Authlogic::ActsAsAuthentic::Password::Config.validates_length_of_password_confirmation_field_options
  0.00    26.33      0.00       40     0.00     0.00  Array#|
  0.00    26.33      0.00      102     0.00     0.00  String#initialize_copy
  0.00    26.33      0.00       15     0.00     0.00  ActiveRecord::Associations::ThroughAssociationScope.construct_owner_attributes
  0.00    26.33      0.00      268     0.00     0.00  ActiveModel::Dirty.changed_attributes
  0.00    26.33      0.00       16     0.00     0.00  ActiveRecord::Base#===
  0.00    26.33      0.00        1     0.00     0.00  Authlogic::ActsAsAuthentic::Password::Config.require_password_confirmation
  0.00    26.33      0.00        1     0.00     0.00  Arel::Table#take
  0.00    26.33      0.00        5     0.00     0.00  Array#eql?
  0.00    26.33      0.00       68     0.00     0.15  ActiveRecord::Associations::AssociationCollection#reset_target!
  0.00    26.33      0.00       67     0.00     0.15  User#_callback_before_255
  0.00    26.33      0.00        3     0.00   126.67  ActiveRecord::Base#compute_type
  0.00    26.33      0.00        4     0.00     0.00  ActiveModel::Observing::ClassMethods.notify_observers
  0.00    26.33      0.00        6     0.00     5.00  ActiveModel::Name#human
  0.00    26.33      0.00        1     0.00     0.00  Class#class_inheritable_writer
  0.00    26.33      0.00      416     0.00     0.02  ActiveModel::Validations.errors
  0.00    26.33      0.00       87     0.00     0.80  ActiveRecord::AttributeMethods::TimeZoneConversion::ClassMethods.create_time_zone_conversion_attribute?
  0.00    26.33      0.00        4     0.00    35.00  ActiveRecord::Validations::ClassMethods.validates_uniqueness_of
  0.00    26.33      0.00       15     0.00     0.00  ActiveRecord::ConnectionAdapters::AbstractAdapter#quote_table_name
  0.00    26.33      0.00       16     0.00     0.00  ActiveRecord::ConnectionAdapters::SQLiteAdapter#quote_column_name
  0.00    26.33      0.00        6     0.00     0.00  IO#close
  0.00    26.33      0.00       23     0.00     2.17  I18n::Backend::Base.interpolate
  0.00    26.33      0.00        3     0.00   323.33  ActiveRecord::AttributeMethods.method_missing
  0.00    26.33      0.00      150     0.00     3.53  Authlogic::ActsAsAuthentic::Base::Config.first_column_to_exist
  0.00    26.33      0.00        1     0.00     0.00  ActiveSupport::Callbacks.run_callbacks
  0.00    26.33      0.00       19     0.00     0.00  ActiveSupport::Dependencies.qualified_name_for
  0.00    26.33      0.00       15     0.00    40.67  Event#attendees
  0.00    26.33      0.00      129     0.00     5.50  ActiveSupport::BufferedLogger#debug
  0.00    26.33      0.00       70     0.00     0.00  URI::Generic#set_scheme
  0.00    26.33      0.00       54     0.00     0.00  Hash#extractable_options?
  0.00    26.33      0.00       23     0.00     0.00  Symbol#to_proc
  0.00    26.33      0.00       22     0.00     0.00  Module#private_instance_methods
  0.00    26.33      0.00        5     0.00     2.00  ActiveRecord::Base#compute_table_name
  0.00    26.33      0.00        4     0.00     0.00  ActiveRecord::Reflection::AssociationReflection#derive_primary_key_name
  0.00    26.33      0.00       37     0.00     0.27  ActiveRecord::AttributeMethods::Write::ClassMethods.define_method_attribute=
  0.00    26.33      0.00        6     0.00     0.00  YAML.resolver
  0.00    26.33      0.00       67     0.00     0.45  User#_callback_before_243
  0.00    26.33      0.00        7     0.00     0.00  Hash#each_pair
  0.00    26.33      0.00       16     0.00     0.00  ActiveRecord::Base#_update_callbacks
  0.00    26.33      0.00       11     0.00    26.36  Array#collect
  0.00    26.33      0.00        1     0.00     0.00  SecureRandom.hex
  0.00    26.33      0.00        6     0.00     0.00  ActiveRecord::Associations::ClassMethods.configure_dependency_for_belongs_to
  0.00    26.33      0.00       31     0.00    16.13  ActiveRecord::Relation#primary_key
  0.00    26.33      0.00      531     0.00     0.00  Thread#[]
  0.00    26.33      0.00      107     0.00     0.00  ActiveSupport::Dependencies.logger
  0.00    26.33      0.00       18     0.00     0.00  Set#<<
  0.00    26.33      0.00       39     0.00    18.97  I18n.translate
  0.00    26.33      0.00       16     0.00     0.00  Arel::Visitors::ToSql#visit_Fixnum
  0.00    26.33      0.00      109     0.00     0.00  ActiveRecord::Associations::HasManyAssociation#cached_counter_attribute_name
  0.00    26.33      0.00       20     0.00     0.00  Array#map!
  0.00    26.33      0.00        1     0.00    90.00  Authlogic::ActsAsAuthentic::PerishableToken::Methods.included
  0.00    26.33      0.00       46     0.00     0.00  ActiveRecord::Associations::AssociationProxy#loaded
  0.00    26.33      0.00       67     0.00     0.00  Hash#clear
  0.00    26.33      0.00        6     0.00    13.33  YAML.load
  0.00    26.33      0.00      249     0.00     0.00  Module#to_s
  0.00    26.33      0.00      129     0.00     0.00  String#squeeze
  0.00    26.33      0.00      147     0.00     0.00  ActiveRecord::Relation#eager_loading?
  0.00    26.33      0.00       67     0.00     0.00  User#_callback_before_259_object
  0.00    26.33      0.00        9     0.00     0.00  ActiveModel::AttributeMethods::ClassMethods.define_attr_method
  0.00    26.33      0.00        3     0.00     0.00  Event#table_name
  0.00    26.33      0.00       70     0.00     0.00  URI::Generic#set_fragment
  0.00    26.33      0.00     1333     0.00     0.00  Kernel.respond_to?
  0.00    26.33      0.00      129     0.00     0.00  StringIO#write
  0.00    26.33      0.00      252     0.00     1.71  Arel::Visitors::Visitor#accept
  0.00    26.33      0.00      135     0.00     0.00  SQLite3::Statement#close
  0.00    26.33      0.00       31     0.00     0.00  String#downcase!
  0.00    26.33      0.00        2     0.00     0.00  ActiveModel::MassAssignmentSecurity::ClassMethods.attr_accessible
  0.00    26.33      0.00       21     0.00     0.00  I18n::Config#locale
  0.00    26.33      0.00        6     0.00    31.67  ActiveModel::Translation.human_attribute_name
  0.00    26.33      0.00      194     0.00     0.00  ActiveSupport::LogSubscriber#colorize_logging
  0.00    26.33      0.00       39     0.00     0.26  Arel::Attributes.for
  0.00    26.33      0.00        2     0.00     0.00  ActiveRecord::Base#_active_authorizer=
  0.00    26.33      0.00       22     0.00     0.00  Fixnum#-
  0.00    26.33      0.00       14     0.00     0.71  ActiveRecord::Reflection::ClassMethods.reflect_on_association
  0.00    26.33      0.00        1     0.00     0.00  OpenSSL::Random.random_bytes
  0.00    26.33      0.00        2     0.00     5.00  ActiveRecord::Base#replace_bind_variables
  0.00    26.33      0.00       28     0.00     0.00  Module#parent_name
  0.00    26.33      0.00      204     0.00     0.00  Array#initialize_copy
  0.00    26.33      0.00       36     0.00     0.28  ActiveRecord::AttributeMethods::Read::ClassMethods.cached_attributes
  0.00    26.33      0.00        6     0.00     0.00  ActiveRecord::Associations::ClassMethods.create_extension_modules
  0.00    26.33      0.00        1     0.00     0.00  Authlogic::ActsAsAuthentic::Password::Config.validate_password_field
  0.00    26.33      0.00      123     0.00     0.00  String#downcase
  0.00    26.33      0.00       92     0.00     0.00  Kernel.===
  0.00    26.33      0.00       70     0.00     0.00  Module#remove_method
  0.00    26.33      0.00        6     0.00     0.00  YAML.parser
  0.00    26.33      0.00     1092     0.00     0.00  Kernel.object_id
  0.00    26.33      0.00        1     0.00     0.00  ActiveRecord::ConnectionAdapters::AbstractAdapter#_run_checkout_callbacks
  0.00    26.33      0.00       47     0.00     0.00  #<Class:0xb6bf9170>#name
  0.00    26.33      0.00       15     0.00     0.67  Arel::Table#join
  0.00    26.33      0.00        1     0.00   110.00  I18n::Backend::Base.load_translations
  0.00    26.33      0.00        1     0.00    70.00  ActiveRecord::Base#before_destroy
  0.00    26.33      0.00      134     0.00    51.34  ActiveModel::AttributeMethods.respond_to?
  0.00    26.33      0.00        3     0.00     0.00  Module#private_method_defined?
  0.00    26.33      0.00        6     0.00     0.00  Enumerable.sum
  0.00    26.33      0.00        1     0.00     0.00  ActiveRecord::Reflection::ThroughReflection#source_reflection_names
  0.00    26.33      0.00        1     0.00     0.00  ActiveRecord::ConnectionAdapters::ConnectionPool#checkout_and_verify
  0.00    26.33      0.00        2     0.00     5.00  ActiveRecord::Base#where
  0.00    26.33      0.00       67     0.00     0.15  #<Module:0xb631359c>.perishable_token_changed?
  0.00    26.33      0.00        2     0.00     0.00  Kernel.tap
  0.00    26.33      0.00      142     0.00     0.00  #<Module:0xb631359c>.id
  0.00    26.33      0.00       18     0.00     0.00  User#_validators
  0.00    26.33      0.00        1     0.00     0.00  I18n::Config#load_path
  0.00    26.33      0.00        2     0.00    45.00  ActiveModel::Validations::HelperMethods.validates_format_of
  0.00    26.33      0.00      268     0.00     0.00  ActiveRecord::Base#default_timezone
  0.00    26.33      0.00      201     0.00     0.00  Fixnum#zero?
  0.00    26.33      0.00       70     0.00     0.00  URI::Generic#set_host
  0.00    26.33      0.00       19     0.00   241.58  ActiveSupport::Dependencies.load_missing_constant
  0.00    26.33      0.00        6     0.00     0.00  Array#compact!
  0.00    26.33      0.00       18     0.00     0.00  String#starts_with?
  0.00    26.33      0.00      429     0.00     0.00  SQLite3::Statement#done?
  0.00    26.33      0.00        4     0.00     0.00  Arel::Table#initialize
  0.00    26.33      0.00       28     0.00     0.36  ActiveRecord::Reflection::ClassMethods.reflections
  0.00    26.33      0.00       15     0.00     0.00  ActiveModel::Validations::HelperMethods._merge_attributes
  0.00    26.33      0.00      268     0.00     0.00  Time#utc
  0.00    26.33      0.00      210     0.00     0.00  Array#pop
  0.00    26.33      0.00       31     0.00     0.00  #<Module:0xb62fcc84>.id
  0.00    26.33      0.00        6     0.00     0.00  IO#binmode
  0.00    26.33      0.00       14     0.00     0.00  Module#included
  0.00    26.33      0.00        6     0.00     0.00  File#extname
  0.00    26.33      0.00       16     0.00     8.75  Arel::Table#columns
  0.00    26.33      0.00      129     0.00     0.00  ActiveSupport::Duration#===
  0.00    26.33      0.00      148     0.00     0.00  Kernel.instance_variable_get
  0.00    26.33      0.00        1     0.00     0.00  Thread#pass
  0.00    26.33      0.00       26     0.00    34.23  ActiveSupport::Dependencies::WatchStack#watch_namespaces
  0.00    26.33      0.00      652     0.00     0.00  Array#first
  0.00    26.33      0.00       10     0.00     0.00  Kernel.eql?
  0.00    26.33      0.00       16     0.00    20.62  ActiveRecord::Associations::ThroughAssociationScope.construct_conditions
  0.00    26.33      0.00        1     0.00     0.00  FriendlyId::Configuration#use_slug?
  0.00    26.33      0.00        3     0.00     0.00  String#intern
  0.00    26.33      0.00        1     0.00     0.00  ActiveRecord::ConnectionAdapters::AbstractAdapter#active?
  0.00    26.33      0.00       13     0.00     0.00  ActiveRecord::Reflection::MacroReflection#initialize
  0.00    26.33      0.00       75     0.00     0.00  Hash#merge
  0.00    26.33      0.00       68     0.00     0.00  Array#initialize
  0.00    26.33      0.00        1     0.00     0.00  Authlogic::ActsAsAuthentic::Email::Config.validates_length_of_email_field_options
  0.00    26.33      0.00        1     0.00     0.00  Authlogic::Session::Password::Config.find_by_login_method
  0.00    26.33      0.00       17     0.00    74.12  ActiveSupport::Dependencies::Loadable.load_dependency
  0.00    26.33      0.00       68     0.00     1.03  ActiveRecord::Associations::AssociationCollection#construct_counter_sql
  0.00    26.33      0.00        1     0.00     0.00  I18n.load_path
  0.00    26.33      0.00        2     0.00    35.00  ActiveModel::Validations::Callbacks::ClassMethods.before_validation
  0.00    26.33      0.00       68     0.00     0.00  ActiveRecord::Associations::AssociationCollection#reset_named_scopes_cache!
  0.00    26.33      0.00      140     0.00     0.00  ActiveModel::AttributeMethods::ClassMethods.attribute_methods_generated?
  0.00    26.33      0.00        5     0.00     0.00  Module#extend_object
  0.00    26.33      0.00       27     0.00     0.00  ActiveSupport::Dependencies.loaded
  0.00    26.33      0.00      219     0.00     0.00  Hash#blank?
  0.00    26.33      0.00        1     0.00   340.00  MonitorMixin.synchronize
  0.00    26.33      0.00      560     0.00     0.00  Hash#keys
  0.00    26.33      0.00       67     0.00     0.00  ActiveSupport::OrderedHash#clear
  0.00    26.33      0.00        6     0.00     0.00  ActiveSupport::Dependencies.ref
  0.00    26.33      0.00      109     0.00    20.55  ActiveRecord::ConnectionAdapters::DatabaseStatements.select_value
  0.00    26.33      0.00        1     0.00 26330.00  Object#profile_me
  0.00    26.33      0.00       89     0.00     0.11  ActiveRecord::ConnectionAdapters::Column#extract_scale
  0.00    26.33      0.00        1     0.00    70.00  Authlogic::ActsAsAuthentic::Password::Callbacks.included
  0.00    26.33      0.00        5     0.00     0.00  ActiveRecord::Base#abstract_class?
  0.00    26.33      0.00       15     0.00    13.33  ActiveRecord::Base#before_save
  0.00    26.33      0.00      128     0.00     0.00  Float#+
  0.00    26.33      0.00      104     0.00     0.00  Exception#initialize
  0.00    26.33      0.00        1     0.00  1020.00  Authlogic::ActsAsAuthentic::Base::Config.acts_as_authentic
  0.00    26.33      0.00        7     0.00     0.00  Hash#deep_merge!
  0.00    26.33      0.00      173     0.00     0.00  Struct#initialize
  0.00    26.33      0.00       15     0.00     0.00  ActiveRecord::Associations::ClassMethods::JoinDependency#build
  0.00    26.33      0.00      129     0.00     0.00  Time#minus_without_duration
  0.00    26.33      0.00       52     0.00    27.88  Module#local_constant_names
  0.00    26.33      0.00       68     0.00     0.15  ActiveRecord::Associations::AssociationCollection#reset
  0.00    26.33      0.00        2     0.00     0.00  ActiveModel::Validations::FormatValidator#check_validity!
  0.00    26.33      0.00       10     0.00     0.00  ActiveSupport::DescendantsTracker.direct_descendants
  0.00    26.33      0.00       60     0.00     0.83  ActiveSupport::DescendantsTracker.descendants
  0.00    26.33      0.00        3     0.00     0.00  YAML::Syck::Resolver#transfer
  0.00    26.33      0.00        1     0.00     0.00  ActiveRecord::Aggregations::ClassMethods.reader_method
  0.00    26.33      0.00       67     0.00     4.33  #<Module:0xb631359c>.agreed_tc_and_pp?
  0.00    26.33      0.00        5     0.00     0.00  ActiveRecord::Base#undecorated_table_name
  0.00    26.33      0.00        6     0.00     0.00  YAML::Syck::Parser#set_resolver
  0.00    26.33      0.00        1     0.00    10.00  ActiveModel::Validations::HelperMethods.validates_confirmation_of
  0.00    26.33      0.00       15     0.00    69.33  ActiveRecord::Associations::AssociationProxy#with_scope
  0.00    26.33      0.00      129     0.00     0.00  StringIO#<<
  0.00    26.33      0.00      188     0.00     0.16  ActiveRecord::Base#current_scoped_methods
  0.00    26.33      0.00       14     0.00     0.00  Array#reverse
  0.00    26.33      0.00       21     0.00    13.33  I18n::Backend::Base.default
  0.00    26.33      0.00        7     0.00     4.29  Enumerable.to_set
  0.00    26.33      0.00       98     0.00     0.00  Hash#initialize
  0.00    26.33      0.00      134     0.00     0.00  #<Module:0xb631359c>.persistence_token
  0.00    26.33      0.00        7     0.00     0.00  Array#hash
  0.00    26.33      0.00        1     0.00    20.00  ActiveRecord::Base#first
  0.00    26.33      0.00        1     0.00     0.00  MonitorMixin.mon_acquire
  0.00    26.33      0.00       10     0.00     0.00  ActiveSupport::Dependencies.autoloadable_module?
  0.00    26.33      0.00        6     0.00     0.00  SQLite3.libversion
  0.00    26.33      0.00        5     0.00     0.00  ActiveRecord::Base#table_name=
  0.00    26.33      0.00      205     0.00     1.12  Enumerable.each_with_index
  0.00    26.33      0.00       26     0.00     0.00  ActiveSupport::Dependencies.load?
  0.00    26.33      0.00        3     0.00     0.00  String#match
  0.00    26.33      0.00      128     0.00     5.00  Arel::TreeManager#to_sql
  0.00    26.33      0.00        1     0.00   250.00  ActiveRecord::ConnectionAdapters::SQLiteAdapter#initialize
  0.00    26.33      0.00        3     0.00     0.00  String#foreign_key
  0.00    26.33      0.00        5     0.00    34.00  ActiveModel::Validations::HelperMethods.validates_length_of
  0.00    26.33      0.00      225     0.00     3.07  ActiveRecord::Base#retrieve_connection
  0.00    26.33      0.00        6     0.00    45.00  ActiveRecord::AutosaveAssociation::ClassMethods.belongs_to
  0.00    26.33      0.00       22     0.00    44.55  Module#include
  0.00    26.33      0.00        5     0.00     2.00  ActiveModel::Validations::LengthValidator#initialize
  0.00    26.33      0.00        6     0.00     3.33  ActiveRecord::Associations::ClassMethods.add_association_callbacks
  0.00    26.33      0.00      109     0.00     0.00  ActiveSupport::Dependencies.local_const_defined?
  0.00    26.33      0.00        1     0.00     0.00  SecureRandom.random_bytes
  0.00    26.33      0.00        1     0.00   110.00  Authlogic::ActsAsAuthentic::Email::Methods.included
  0.00    26.33      0.00      506     0.00     0.00  Array#uniq
  0.00    26.33      0.00        1     0.00   210.00  ActiveRecord::Relation#map
  0.00    26.33      0.00        6     0.00    33.33  ActiveRecord::ConnectionAdapters::SQLiteAdapter#table_structure
  0.00    26.33      0.00        2     0.00     0.00  Authlogic::Regex.login
  0.00    26.33      0.00        4     0.00     0.00  ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods.get_primary_key
  0.00    26.33      0.00        1     0.00     0.00  Rails.root
  0.00    26.33      0.00       67     0.00     0.00  #<Module:0xb631359c>.website
  0.00    26.33      0.00        1     0.00     0.00  Authlogic::ActsAsAuthentic::Login::Config.validates_length_of_login_field_options
  0.00    26.33      0.00        2     0.00     0.00  String#include?
  0.00    26.33      0.00       15     0.00   127.33  EventBehaviours::AttendingAndTracking.has_attendee?
  0.00    26.33      0.00        1     0.00     0.00  MonitorMixin.mon_release
  0.00    26.33      0.00        1     0.00   110.00  I18n::Backend::Simple::Implementation.init_translations
  0.00    26.33      0.00       70     0.00     0.00  URI::Generic#set_query
  0.00    26.33      0.00        6     0.00    15.00  ActiveRecord::Base#after_create
  0.00    26.33      0.00       10     0.00     0.00  ActiveSupport::Dependencies.autoload_module!
  0.00    26.33      0.00      128     0.00     2.58  Arel::Visitors::SQLite#visit_Arel_Nodes_SelectStatement
  0.00    26.33      0.00        1     0.00     0.00  AuthlogicRpx::Session::Config.rpx_key
  0.00    26.33      0.00       15     0.00     0.67  #<Module:0xb6275568>.followed_id
  0.00    26.33      0.00        1     0.00    10.00  User#after_password_verification
  0.00    26.33      0.00      109     0.00     0.00  Kernel.=~
  0.00    26.33      0.00        2     0.00    55.00  Authlogic::ActsAsAuthentic::Login::Config.validates_format_of_login_field_options
  0.00    26.33      0.00        3     0.00     0.00  User#_after_password_verification_callbacks
  0.00    26.33      0.00       70     0.00     0.00  URI::Generic#set_registry
  0.00    26.33      0.00        9     0.00     0.00  ActiveSupport::Inflector.demodulize
  0.00    26.33      0.00        5     0.00     0.00  ActiveModel::Validations::LengthValidator#check_validity!
  0.00    26.33      0.00       30     0.00     0.00  Hash#get
  0.00    26.33      0.00      109     0.00    10.37  ActiveRecord::Relation#to_sql
  0.00    26.33      0.00       14     0.00     0.00  ActiveRecord::Base#_create_callbacks
  0.00    26.33      0.00        3     0.00     0.00  ActiveModel::AttributeMethods.guard_private_attribute_method!
  0.00    26.33      0.00      109     0.00     0.55  Module#define_method
  0.00    26.33      0.00      109     0.00     0.37  Arel::Visitors::ToSql#visit_Arel_Nodes_Count
  0.00    26.33      0.00        5     0.00     2.00  ActiveRecord::Base#full_table_name_prefix
  0.00    26.33      0.00       36     0.00     3.33  ActiveRecord::AttributeMethods::Read::ClassMethods.define_method_attribute
  0.00    26.33      0.00      554     0.00     0.00  Array#+
  0.00    26.33      0.00       67     0.00     0.00  User#_callback_before_247_object
  0.00    26.33      0.00       36     0.00     0.00  Array#flatten!
  0.00    26.33      0.00       33     0.00     0.00  String#insert
  0.00    26.33      0.00       13     0.00     0.00  Module#parent
  0.00    26.33      0.00       36     0.00     0.00  Array#*
  0.00    26.33      0.00        5     0.00     2.00  ActiveRecord::Base#table_name
  0.00    26.33      0.00        4     0.00     0.00  TrueClass#duplicable?
  0.00    26.33      0.00       70     0.00     0.00  URI::Generic#split_userinfo
  0.00    26.33      0.00        6     0.00     0.00  ActiveRecord::Associations::ClassMethods.valid_keys_for_has_many_association
  0.00    26.33      0.00        2     0.00     0.00  Set#+
  0.00    26.33      0.00        4     0.00     0.00  ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods.primary_key
  0.00    26.33      0.00      134     0.00    49.18  ActiveRecord::Base#attributes
  0.00    26.33      0.00        1     0.00     0.00  Rails::Application::Configurable.config
  0.00    26.33      0.00        3     0.00     0.00  ActiveRecord::Base#_destroy_callbacks
  0.00    26.33      0.00       24     0.00     0.00  Hash#update
  0.00    26.33      0.00        2     0.00     0.00  Range#end
  0.00    26.33      0.00        2     0.00     0.00  Range#exclude_end?
  0.00    26.33      0.00      541     0.00     0.00  Array#blank?
  0.00    26.33      0.00       67     0.00   177.76  ActiveModel::Validations::Callbacks.run_validations!
  0.00    26.33      0.00      201     0.00     1.94  ValidUrlValidator#validate_each
  0.00    26.33      0.00        4     0.00     0.00  ActiveRecord::Reflection::AssociationReflection#belongs_to?
  0.00    26.33      0.00       38     0.00     0.00  ActiveSupport::Dependencies.autoload_paths
  0.00    26.33      0.00      258     0.00     0.00  Time#initialize
  0.00    26.33      0.00        7     0.00     0.00  ActiveSupport::Inflector.pluralize
  0.00    26.33      0.00       15     0.00     0.00  Arel::Visitors::JoinSql#visit_Arel_Nodes_StringJoin
  0.00    26.33      0.00        1     0.00   300.00  ActiveRecord::Associations::HasManyThroughAssociation#construct_sql
  0.00    26.33      0.00      134     0.00     0.00  ActiveModel::AttributeMethods::ClassMethods::AttributeMethodMatcher::AttributeMethodMatch#new
  0.00    26.33      0.00       18     0.00    31.67  ActiveModel::Validations::ClassMethods.validates_with
  0.00    26.33      0.00      237     0.00     2.07  Arel::Table#from
  0.00    26.33      0.00        5     0.00     0.00  ActiveRecord::Base#table_name_suffix
  0.00    26.33      0.00      143     0.00     0.14  ActiveRecord::Reflection::AssociationReflection#quoted_table_name
  0.00    26.33      0.00       45     0.00     0.00  ActiveSupport::Dependencies.to_constant_name
  0.00    26.33      0.00       86     0.00     0.47  ActiveRecord::Base#init_with
  0.00    26.33      0.00       15     0.00    77.33  ActiveRecord::Associations::AssociationCollection#method_missing
  0.00    26.33      0.00       66     0.00     0.00  ActiveRecord::Reflection::ThroughReflection#through_reflection
  0.00    26.33      0.00        1     0.00     0.00  Class#class_inheritable_reader
  0.00    26.33      0.00        4     0.00     0.00  ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods.set_primary_key
  0.00    26.33      0.00       26     0.00     0.00  ActiveSupport::Dependencies.mechanism
  0.00    26.33      0.00        1     0.00     0.00  ActiveSupport::Concern.extended
  0.00    26.33      0.00        1     0.00   340.00  ActiveRecord::Base#sqlite3_connection
  0.00    26.33      0.00     1103     0.00     0.00  Kernel.block_given?
  0.00    26.33      0.00        1     0.00     0.00  String#unpack
  0.00    26.33      0.00       67     0.00     4.33  ActiveRecord::AttributeMethods::Query.query_attribute
  0.00    26.33      0.00      134     0.00     0.00  ActiveModel::AttributeMethods::ClassMethods::AttributeMethodMatcher::AttributeMethodMatch#attr_name
  0.00    26.33      0.00      109     0.00     0.09  Arel::Nodes::Count#initialize
  0.00    26.33      0.00       16     0.00     0.00  Object#blank?
  0.00    26.33      0.00        1     0.00     0.00  AuthlogicRpx::ActsAsAuthentic::Config.using_no_mapping?
  0.00    26.33      0.00       12     0.00     1.67  ActiveRecord::Associations::ClassMethods.association_constructor_method
  0.00    26.33      0.00       47     0.00     0.00  ActiveSupport::Inflector::Inflections#instance
  0.00    26.33      0.00      129     0.00     0.00  SQLite3::Statement#bind_params
  0.00    26.33      0.00      117     0.00     2.48  ActiveRecord::Base#columns
  0.00    26.33      0.00        1     0.00   340.00  ActiveRecord::ConnectionAdapters::ConnectionPool#new_connection
  0.00    26.33      0.00       22     0.00     0.00  Module#public_instance_methods
